theme,literature,number,chosen,difficulty
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.4,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.6,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.8,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.10,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.12,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.13,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.14,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.15,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.18,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.19,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.22,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.24,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.25,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.26,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.28,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.29,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.30,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.31,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.32,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.33,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.35,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.36,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.39,False,
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.1,True,0
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.3,True,0
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.11,True,0
Зіткнення (імпульс + енергія),"Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.5.16,True,0
